MicrobeID	PubSeedID	2 - complete comparative genomics; 1 - certain comparative genomics; 0 - no comparative genomics	Strain	Species	Genus	Family	Order	Class	Phylum	Kingdom	Host	Version	NCBI Taxonomy ID	Annotation version ID	RefSeq ID	GCF ID	IMG Genome ID	Strain/species reference	Reference category	Ecotype	Specific Ecosystem	Cell Shape	Cultured	Diseases	Ecosystem	Ecosystem Category	Ecosystem Subtype	Ecosystem Type	Gram Staining	Oxygen Requirement	Habitat	Metabolism	Motility	Sample Body Site	Sample Body Subsite	Genome Size   * assembled	Gene Count   * assembled	GC Count   * assembled	GC   * assembled	CDS Count   * assembled	CDS %   * assembled	Genome link
Acinetobacter_baumannii_AB_2007_16_25_01_7	Acinetobacter baumannii AB_2007-16-25-01-7 (1221253.3)	2	Acinetobacter baumannii AB 2007-16-25-01-7	Acinetobacter baumannii	Acinetobacter	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	AGORA2	1221253	1221253.3		GCF_000301295.1	2551306267	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0	0	0	Yes	0	Engineered	Built environment	Unclassified	Unclassified	Gram-	Aerobe	0	0	Nonmotile	0	0	3961436	3856	1538753	39	3761	97.54	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/301/295/GCF_000301295.1_ASM30129v1
Acinetobacter_baumannii_AB_2007_16_27_01	Acinetobacter baumannii AB_2007-16-27-01 (1221254.3)	2	Acinetobacter baumannii AB 2007-16-27-01	Acinetobacter baumannii	Acinetobacter	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	AGORA2	1221254	1221254.3		GCF_000301895.1	2551306298	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0	0	0	Yes	0	Engineered	Built environment	Unclassified	Unclassified	Gram-	Aerobe	0	0	Nonmotile	0	0	3970109	3863	1542646	39	3763	97.41	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/301/895/GCF_000301895.1_ASM30189v1
Acinetobacter_baumannii_AB_2008_15_34_7	Acinetobacter baumannii AB_2008-15-34-7 (1221255.3)	2	Acinetobacter baumannii AB 2008-15-34-7	Acinetobacter baumannii	Acinetobacter	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	AGORA2	1221255	1221255.3		GCF_000301915.1	2551306277	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0	0	0	Yes	0	Host-associated	Animal	Unclassified	Respiratory system	Gram-	Aerobe	0	0	Nonmotile	0	0	3918675	3856	1523235	39	3765	97.64	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/301/915/GCF_000301915.1_ASM30191v1
Acinetobacter_baumannii_AB_2008_15_45	Acinetobacter baumannii AB_2008-15-45 (1221256.3)	2	Acinetobacter baumannii AB 2008-15-45	Acinetobacter baumannii	Acinetobacter	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	AGORA2	1221256	1221256.3		GCF_000301315.1	2551306291	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0	0	0	Yes	0	Host-associated	Animal	Unclassified	Respiratory system	Gram-	Aerobe	0	0	Nonmotile	0	0	4100733	4053	1599184	39	3968	97.9	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/301/315/GCF_000301315.1_ASM30131v1
Acinetobacter_baumannii_AB_2008_15_52	Acinetobacter baumannii AB_2008-15-52 (1221257.3)	2	Acinetobacter baumannii AB 2008-15-52	Acinetobacter baumannii	Acinetobacter	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	AGORA2	1221257	1221257.3		GCF_000301935.1	2551306287	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0	0	0	Yes	0	Host-associated	Unclassified	Unclassified	Unclassified	Gram-	Aerobe	0	0	Nonmotile	0	0	3889382	3753	1513744	39	3665	97.66	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/301/935/GCF_000301935.1_ASM30193v1
Acinetobacter_baumannii_AB_2008_15_69	Acinetobacter baumannii AB_2008-15-69 (1221258.3)	2	Acinetobacter baumannii AB 2008-15-69	Acinetobacter baumannii	Acinetobacter	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	AGORA2	1221258	1221258.3		GCF_000301335.1	2551306283	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0	0	0	Yes	0	0	0	0	0	Gram-	Aerobe	0	0	Nonmotile	0	0	4136907	3997	1615815	39	3906	97.72	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/301/335/GCF_000301335.1_ASM30133v1
Acinetobacter_baumannii_AB_2008_15_70	Acinetobacter baumannii AB_2008-15-70 (1221259.3)	2	Acinetobacter baumannii AB 2008-15-70	Acinetobacter baumannii	Acinetobacter	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	AGORA2	1221259	1221259.3		GCF_000301955.1	2551306294	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0	0	0	Yes	0	Host-associated	Animal	Unclassified	Respiratory system	Gram-	Aerobe	0	0	Nonmotile	0	0	4101914	4128	1599905	39	4047	98.04	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/301/955/GCF_000301955.1_ASM30195v1
Acinetobacter_baumannii_AB_2008_15_71	Acinetobacter baumannii AB_2008-15-71 (1221260.3)	2	Acinetobacter baumannii AB 2008-15-71	Acinetobacter baumannii	Acinetobacter	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	AGORA2	1221260	1221260.3		GCF_000301355.1	2551306279	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0	0	0	Yes	0	Host-associated	Animal	Unclassified	Respiratory system	Gram-	Aerobe	0	0	Nonmotile	0	0	3886101	3735	1512112	39	3645	97.59	https://www.ncbi.nlm.nih.gov/assembly/GCF_000301355.1/
Acinetobacter_baumannii_AB_2008_23_01_01_7	Acinetobacter baumannii AB_2008-23-01-01-7 (1221261.3)	2	Acinetobacter baumannii AB 2008-23-01-01-7	Acinetobacter baumannii	Acinetobacter	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	AGORA2	1221261	1221261.3		GCF_000301975.1	2551306288	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0	0	0	Yes	0	Engineered	Built environment	Unclassified	Unclassified	Gram-	Aerobe	0	0	Nonmotile	0	0	4032165	3950	1582703	39	3863	97.8	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/301/975/GCF_000301975.1_ASM30197v1
Acinetobacter_baumannii_AB_2008_23_07_01_7	Acinetobacter baumannii AB_2008-23-07-01-7 (1221262.3)	2	Acinetobacter baumannii AB 2008-23-07-01-7	Acinetobacter baumannii	Acinetobacter	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	AGORA2	1221262	1221262.3		GCF_000308995.1	2551306273	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0	0	0	Yes	0	Engineered	Built environment	Unclassified	Unclassified	Gram-	Aerobe	0	0	Nonmotile	0	0	3995020	3979	1558452	39	3886	97.66	https://www.ncbi.nlm.nih.gov/assembly/GCF_000308995.1/
Acinetobacter_baumannii_AB_2009_04_01_7	Acinetobacter baumannii AB_2009-04-01-7 (1221263.3)	2	Acinetobacter baumannii AB 2009-04-01-7	Acinetobacter baumannii	Acinetobacter	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	AGORA2	1221263	1221263.3		GCF_000301995.1	2551306278	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0	0	0	Yes	0	Host-associated	Unclassified	Unclassified	Unclassified	Gram-	Aerobe	0	0	Nonmotile	0	0	3839270	3723	1491909	39	3635	97.64	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/301/995/GCF_000301995.1_ASM30199v1
Acinetobacter_baumannii_AB_2009_04_02_7	Acinetobacter baumannii AB_2009-04-02-7 (1221264.3)	2	Acinetobacter baumannii AB 2009-04-02-7	Acinetobacter baumannii	Acinetobacter	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	AGORA2	1221264	1221264.3		GCF_000302015.1	2551306295	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0	0	0	Yes	0	Host-associated	Animal	Unclassified	Respiratory system	Gram-	Aerobe	0	0	Nonmotile	0	0	3972032	3898	1547426	39	3808	97.69	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/302/015/GCF_000302015.1_ASM30201v1
Acinetobacter_baumannii_AB_515_8	Acinetobacter baumannii AB_515-8 (1221265.3)	2	Acinetobacter baumannii AB 515-8	Acinetobacter baumannii	Acinetobacter	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	AGORA2	1221265	1221265.3		GCF_000301375.1	2551306293	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0	0	0	Yes	0	Host-associated	Animal	Unclassified	Respiratory system	Gram-	Aerobe	0	0	Nonmotile	0	0	4077480	4047	1588400	39	3964	97.95	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/301/375/GCF_000301375.1_ASM30137v1
Acinetobacter_baumannii_AB_908_12	Acinetobacter baumannii AB_908-12 (1221266.3)	2	Acinetobacter baumannii AB 908-12	Acinetobacter baumannii	Acinetobacter	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	AGORA2	1221266	1221266.3		GCF_000301395.1	2551306289	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0	0	0	Yes	0	Engineered	Built environment	Unclassified	Unclassified	Gram-	Aerobe	0	0	Nonmotile	0	0	3992621	3897	1555258	39	3806	97.66	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/301/395/GCF_000301395.1_ASM30139v1
Acinetobacter_baumannii_AB_908_13	Acinetobacter baumannii AB_908-13 (1221267.3)	2	Acinetobacter baumannii AB 908-13	Acinetobacter baumannii	Acinetobacter	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	AGORA2	1221267	1221267.3		GCF_000302035.1	2551306285	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0	0	0	Yes	0	Host-associated	Animal	Unclassified	Unclassified	Gram-	Aerobe	0	0	Nonmotile	0	0	3973165	3919	1546625	39	3829	97.7	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/302/035/GCF_000302035.1_ASM30203v1
Acinetobacter_baumannii_AB_909_01_7	Acinetobacter baumannii AB_909-01-7 (1221269.3)	2	Acinetobacter baumannii AB 909-01-7	Acinetobacter baumannii	Acinetobacter	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	AGORA2	1221269	1221269.3		GCF_000301415.1	2551306268	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0	0	0	Yes	0	Host-associated	Animal	Unclassified	Circulatory system	Gram-	Aerobe	0	0	Nonmotile	0	0	3790688	3687	1475434	39	3603	97.72	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/301/415/GCF_000301415.1_ASM30141v1
Acinetobacter_baumannii_AB_909_02_7	Acinetobacter baumannii AB_909-02-7 (1221270.3)	2	Acinetobacter baumannii AB 909-02-7	Acinetobacter baumannii	Acinetobacter	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	AGORA2	1221270	1221270.3		GCF_000301435.1	2551306318	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0	0	0	Yes	0	Host-associated	Animal	Unclassified	Respiratory system	Gram-	Aerobe	0	0	Nonmotile	0	0	3929639	3833	1528819	39	3739	97.55	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/301/435/GCF_000301435.1_ASM30143v1
Acinetobacter_baumannii_AB_909_05	Acinetobacter baumannii AB_909-05 (1221271.3)	2	Acinetobacter baumannii AB 909-05	Acinetobacter baumannii	Acinetobacter	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	AGORA2	1221271	1221271.3		GCF_000302075.1	2551306320	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0	0	0	Yes	0	Host-associated	Animal	Unclassified	Respiratory system	Gram-	Aerobe	0	0	Nonmotile	0	0	4045601	4029	1574334	39	3940	97.79	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/302/075/GCF_000302075.1_ASM30207v1
Acinetobacter_baumannii_AB_TG19617	Acinetobacter baumannii AB_TG19617 (1221273.3)	2	Acinetobacter baumannii AB TG19617	Acinetobacter baumannii	Acinetobacter	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	AGORA2	1221273	1221273.3		GCF_000302135.1	2551306302	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0	0	0	Yes	0	0	0	0	0	Gram-	Aerobe	0	0	Nonmotile	0	0	3890585	3774	1515371	39	3677	97.43	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/302/135/GCF_000302135.1_ASM30213v1
Acinetobacter_baumannii_AB_TG2018	Acinetobacter baumannii AB_TG2018 (1221274.3)	2	Acinetobacter baumannii AB TG2018	Acinetobacter baumannii	Acinetobacter	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	AGORA2	1221274	1221274.3		GCF_000302155.1	2551306324	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0	0	0	Yes	0	Host-associated	Animal	Unclassified	Respiratory system	Gram-	Aerobe	0	0	Nonmotile	0	0	3975196	3919	1553825	39	3828	97.68	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/302/155/GCF_000302155.1_ASM30215v1
Acinetobacter_baumannii_AB_TG2022	Acinetobacter baumannii AB_TG2022 (1221275.3)	2	Acinetobacter baumannii AB TG2022	Acinetobacter baumannii	Acinetobacter	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	AGORA2	1221275	1221275.3		GCF_000301455.1	2551306313	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0	0	0	Yes	0	Host-associated	Animal	Unclassified	Circulatory system	Gram-	Aerobe	0	0	Nonmotile	0	0	3936091	3865	1539142	39	3774	97.65	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/301/455/GCF_000301455.1_ASM30145v1
Acinetobacter_baumannii_AB_TG2023	Acinetobacter baumannii AB_TG2023 (1221276.3)	2	Acinetobacter baumannii AB TG2023	Acinetobacter baumannii	Acinetobacter	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	AGORA2	1221276	1221276.3		GCF_000301475.1	2551306328	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0	0	0	Yes	0	Host-associated	Animal	Unclassified	Circulatory system	Gram-	Aerobe	0	0	Nonmotile	0	0	3944282	3860	1540727	39	3769	97.64	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/301/475/GCF_000301475.1_ASM30147v1
Acinetobacter_baumannii_AB_TG2026	Acinetobacter baumannii AB_TG2026 (1221277.3)	2	Acinetobacter baumannii AB TG2026	Acinetobacter baumannii	Acinetobacter	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	AGORA2	1221277	1221277.3		GCF_000301495.1	2551306312	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0	0	0	Yes	0	Host-associated	Unclassified	Unclassified	Unclassified	Gram-	Aerobe	0	0	Nonmotile	0	0	4208784	4428	1663542	40	4331	97.81	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/301/495/GCF_000301495.1_ASM30149v1
Acinetobacter_baumannii_AB_TG2028	Acinetobacter baumannii AB_TG2028 (1221278.3)	2	Acinetobacter baumannii AB TG2028	Acinetobacter baumannii	Acinetobacter	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	AGORA2	1221278	1221278.3		GCF_000301515.1	2551306309	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0	0	0	Yes	0	Host-associated	Animal	Unclassified	Respiratory system	Gram-	Aerobe	0	0	Nonmotile	0	0	3770742	3651	1471352	39	3560	97.51	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/301/515/GCF_000301515.1_ASM30151v1
Acinetobacter_baumannii_AB_TG2030	Acinetobacter baumannii AB_TG2030 (1221279.3)	2	Acinetobacter baumannii AB TG2030	Acinetobacter baumannii	Acinetobacter	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	AGORA2	1221279	1221279.3		GCF_000301535.1	2551306322	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0	0	0	Yes	0	Host-associated	Human	Unclassified	Unclassified	Gram-	Aerobe	0	0	Nonmotile	0	0	3764393	3669	1470659	39	3589	97.82	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/301/535/GCF_000301535.1_ASM30153v1
Acinetobacter_baumannii_AB_TG2031	Acinetobacter baumannii AB_TG2031 (1221280.3)	2	Acinetobacter baumannii AB TG2031	Acinetobacter baumannii	Acinetobacter	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	AGORA2	1221280	1221280.3		GCF_000301555.1	2551306314	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0	0	0	Yes	0	Host-associated	Animal	Unclassified	Respiratory system	Gram-	Aerobe	0	0	Nonmotile	0	0	3782788	3639	1473399	39	3552	97.61	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/301/555/GCF_000301555.1_ASM30155v1
Acinetobacter_baumannii_AB_TG27335	Acinetobacter baumannii AB_TG27335 (1221286.3)	2	Acinetobacter baumannii AB TG27335	Acinetobacter baumannii	Acinetobacter	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	AGORA2	1221286	1221286.3		GCF_000302215.1	2551306325	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0	0	0	Yes	0	0	0	0	0	Gram-	Aerobe	0	0	Nonmotile	0	0	4061401	4002	1582283	39	3905	97.58	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/302/215/GCF_000302215.1_ASM30221v1
Acinetobacter_baumannii_AB_TG27339	Acinetobacter baumannii AB_TG27339 (1221287.3)	2	Acinetobacter baumannii AB TG27339	Acinetobacter baumannii	Acinetobacter	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	AGORA2	1221287	1221287.3		GCF_000302235.1	2551306306	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0	0	0	Yes	0	Host-associated	Animal	Unclassified	Respiratory system	Gram-	Aerobe	0	0	Nonmotile	0	0	3971513	3857	1543012	39	3751	97.25	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/302/235/GCF_000302235.1_ASM30223v1
Acinetobacter_baumannii_AB_TG27343	Acinetobacter baumannii AB_TG27343 (1221288.3)	2	Acinetobacter baumannii AB TG27343	Acinetobacter baumannii	Acinetobacter	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	AGORA2	1221288	1221288.3		GCF_000302255.1	2551306326	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0	0	0	Yes	0	Host-associated	Unclassified	Unclassified	Unclassified	Gram-	Aerobe	0	0	Nonmotile	0	0	4011165	4051	1566757	39	3955	97.63	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/302/255/GCF_000302255.1_ASM30225v1
Acinetobacter_baumannii_AB0057	Acinetobacter baumannii AB0057 (480119.5)	2	Acinetobacter baumannii AB0057	Acinetobacter baumannii	Acinetobacter	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	AGORA1.03	480119	480119.5		GCF_000021245.2	643348502	PMID:20203603; PMID:24861948	AGORA 1.03	0	0	Rod-shaped	Yes	Nosocomial infection, Pneumonia	Host-associated	Human	Blood	Circulatory system	Gram-	Aerobe	Fresh water, Host	0	Nonmotile	Blood	0	4059242	3892	1591016	39	3801	97.66	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/245/GCF_000021245.2_ASM2124v2
Acinetobacter_baumannii_Ab11111	Acinetobacter baumannii Ab11111 (1168588.3)	2	Acinetobacter baumannii Ab11111	Acinetobacter baumannii	Acinetobacter	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	AGORA2	1168588	1168588.3		GCF_000297915.1	2519899842	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0	0	0	Yes	0	0	0	0	0	Gram-	Aerobe	0	0	Nonmotile	0	0	4062506	3903	1586843	39	3805	97.49	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/297/915/GCF_000297915.1_Acin_baum_Ab11111_V1
Acinetobacter_baumannii_AB1H8	Acinetobacter baumannii AB1H8 (1222031.3)	2	Acinetobacter baumannii AB1H8	Acinetobacter baumannii	Acinetobacter	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	AGORA2	1222031	1222031.3		GCF_000342065.1	2551306316	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0	0	0	Yes	0	Host-associated	Animal	Unclassified	Respiratory system	Gram-	Aerobe	0	0	Nonmotile	0	0	3993780	3909	1558233	39	3800	97.21	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/342/065/GCF_000342065.1_454
Acinetobacter_baumannii_AB210	Acinetobacter baumannii AB210 (886886.3)	2	Acinetobacter baumannii AB210	Acinetobacter baumannii	Acinetobacter	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	AGORA2	886886	886886.3		GCF_000189655.1	2531839677	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0	0	Rod-shaped	Yes	Nosocomial infection, Pneumonia	Host-associated	Human	Unclassified	Unclassified	Gram-	Aerobe	Fresh water, Host, Human skin, Skin	0	Nonmotile	0	0	4061440	3873	1577649	39	3799	98.09	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/189/655/GCF_000189655.1_ASM18965v2
Acinetobacter_baumannii_AB307_0294	Acinetobacter baumannii AB307-0294 (557600.4)	2	Acinetobacter baumannii AB307-0294	Acinetobacter baumannii	Acinetobacter	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	AGORA2	557600	557600.4		GCF_002803025.2	643348503	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0	0	Rod-shaped	Yes	Nosocomial infection	Host-associated	Human	Blood	Circulatory system	Gram-	Aerobe	Host	0	Nonmotile	Blood	0	3760981	3542	1468426	39	3451	97.43	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/803/025/GCF_002803025.2_ASM280302v2
Acinetobacter_baumannii_AB31	N/A	0	Acinetobacter baumannii AB31	Acinetobacter baumannii	Acinetobacter	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	AGORA2	470		GCF_003006945.1	GCF_003006945.1	2597490184	PMID:31275260	Literature research	0	0	Coccoid	Yes	0	0	0	0	0	Gram-	Aerobe	0	0	Nonmotile	Blood	0	3803317	3624	1489473	39	3505	96.72	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/006/945/GCF_003006945.1_ASM300694v1
Acinetobacter_baumannii_Ab33333	Acinetobacter baumannii Ab33333 (1168590.3)	2	Acinetobacter baumannii Ab33333	Acinetobacter baumannii	Acinetobacter	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	AGORA2	1168590	1168590.3		GCF_000297935.1	2521172588	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0	0	0	Yes	Opportunistic infection	0	0	0	0	Gram-	Aerobe	0	0	Nonmotile	0	0	3833321	3609	1493850	39	3514	97.37	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/297/935/GCF_000297935.1_Acin_baum_Ab33333_V1
